customer_id,account_age_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,average_transaction_value,median_transaction_value,total_spend,days_since_last_success,previous_recovery_attempts,previous_recoveries,customer_segment
C100338,39,3,2,1,0.6849,1522.66,1199.65,2729.26,105,0,0,new
C100339,877,60,55,5,0.9139,24195.97,22277.7,1245986.11,9,1,1,high_value
C100340,32,1,1,0,0.8805,2910.9,2570.98,3324.53,94,1,1,new
C100341,532,99,94,5,0.9535,27498.67,22929.28,2513336.11,15,2,2,high_value
C100342,1015,34,33,1,0.9852,7455.23,6502.54,226594.55,73,0,0,regular
C100343,773,38,35,3,0.9301,4908.65,4937.25,173046.54,27,0,0,regular
C100344,867,17,14,3,0.8174,3321.69,3267.26,42395.73,68,0,0,regular
C100345,1014,5,5,0,0.9534,4133.58,3651.18,22476.63,12,1,1,regular
C100346,620,68,64,4,0.9473,9522.52,9667.16,663249.3,4,0,0,high_value
C100347,113,20,19,1,0.9329,6327.94,5637.61,131082.04,115,0,0,regular
C100348,907,35,34,1,0.9699,4797.37,4143.94,168849.07,61,1,1,regular
C100349,55,1,1,0,0.995,850.89,742.92,900.43,55,0,0,new
C100350,1076,32,26,6,0.8216,3938.89,3899.14,96924.16,47,2,2,regular
C100351,49,1,1,0,0.719,2545.7,2149.23,2835.06,108,0,0,new
C100352,341,16,13,3,0.8129,4028.18,3356.7,46776.19,93,0,0,regular
C100353,279,38,36,2,0.9489,4503.53,4550.96,150185.7,57,0,0,regular
C100354,747,37,37,0,0.9939,13318.4,12735.38,565616.68,14,0,0,regular
C100355,64,48,40,8,0.8355,10106.2,9735.37,460082.12,83,0,0,regular
C100356,79,42,37,5,0.8697,2419.67,2317.25,89732.6,24,0,0,regular
C100357,634,22,19,3,0.8571,5079.13,4794.17,96477.55,38,0,0,regular
C100358,1167,36,32,4,0.8828,5132.86,4116.04,145370.25,79,0,0,regular
C100359,662,20,19,1,0.9347,3918.92,3765.62,78025.63,114,1,1,regular
C100360,1236,50,46,4,0.9244,13177.6,11065.77,520887.36,26,2,2,high_value
C100361,74,2,2,0,0.873,1021.72,829.41,1929.63,4,0,0,new
C100362,55,3,2,1,0.8117,997.16,1013.03,1945.49,50,2,2,new
C100363,78,2,2,0,0.8995,3285.62,2584.76,7347.94,83,0,0,new
C100364,730,5,4,1,0.8429,5521.45,4348.65,25189.62,78,2,2,regular
C100365,63,11,11,0,0.9932,986.75,843.06,12397.69,114,0,0,regular
C100366,338,28,28,0,0.995,7375.9,7247.63,225040.52,24,1,1,regular
C100367,828,48,48,0,0.995,9158.02,9292.71,411890.85,94,0,0,regular
C100368,449,33,30,3,0.9005,2393.75,1935.22,62017.54,92,1,1,regular
C100369,121,41,35,6,0.8649,3309.99,2895.93,113264.52,99,0,0,regular
C100370,201,26,22,4,0.8509,5900.16,5641.92,121913.92,108,1,1,regular
C100371,1047,48,41,7,0.8439,4552.85,4256.58,195357.58,35,1,1,regular
C100372,435,47,43,4,0.9107,5953.02,4976.79,246078.04,37,0,0,regular
C100373,85,14,13,1,0.9609,3787.6,3253.58,55010.92,54,0,0,regular
C100374,69,4,3,1,0.7758,1116.89,1030.5,3224.05,41,0,0,new
C100375,63,2,2,0,0.8308,1343.56,1059.4,2588.77,16,0,0,new
C100376,835,73,69,4,0.9386,11352.93,10921.23,844246.4,39,1,1,high_value
C100377,1080,24,22,2,0.9037,9480.45,8021.38,214202.96,45,0,0,regular
C100378,417,18,16,2,0.8719,7413.83,7256.68,109912.81,90,0,0,regular
C100379,712,47,45,2,0.9541,2410.4,2275.61,114217.33,1,0,0,regular
C100380,909,34,32,2,0.9318,7767.02,7261.38,253241.73,90,0,0,regular
C100381,298,22,21,1,0.9482,15917.58,15347.2,294563.97,93,1,0,high_value
C100382,297,11,10,1,0.9315,1261.51,1006.73,12491.23,15,1,0,regular
C100383,837,10,9,1,0.9469,1937.34,1632.0,19626.25,114,3,2,regular
C100384,907,18,17,1,0.9463,5577.02,5048.41,86611.9,86,0,0,regular
C100385,489,52,50,2,0.97,14956.5,14455.72,728669.51,84,0,0,high_value
C100386,248,16,15,1,0.9638,3300.88,3247.32,46185.23,92,1,1,regular
C100387,1165,37,36,1,0.9737,18552.82,16172.59,675299.34,97,1,1,high_value
C100388,48,4,3,1,0.8483,3871.24,3756.94,13269.05,48,0,0,new
C100389,1063,40,37,3,0.9241,3424.42,2852.08,119475.98,61,0,0,regular
C100390,184,27,25,2,0.9307,3052.19,2441.09,83923.84,73,1,1,regular
C100391,20,1,1,0,0.7296,2036.13,1708.68,2242.78,23,2,1,new
C100392,825,47,40,7,0.8472,1603.84,1598.64,59523.4,7,0,0,regular
C100393,565,7,7,0,0.9895,3338.34,3039.79,25279.51,86,0,0,regular
C100394,52,3,2,1,0.6459,1766.54,1581.98,4050.45,29,0,0,new
C100395,452,37,33,4,0.8796,3729.79,3574.63,139847.79,35,1,0,regular
C100396,913,22,19,3,0.8778,6944.2,5433.3,136125.21,12,1,1,regular
C100397,918,25,21,4,0.8499,7018.96,5674.08,131998.29,55,0,0,regular
C100398,297,24,19,5,0.8055,2908.15,2337.88,48944.95,68,0,0,regular
C100399,678,12,11,1,0.9506,6197.03,5014.64,63398.8,108,0,0,regular
C100400,1191,15,15,0,0.995,4026.83,3579.16,62238.31,58,0,0,regular
C100401,869,32,29,3,0.9217,18619.57,15777.55,521537.16,44,0,0,high_value
C100402,850,5,4,1,0.853,4162.43,4031.62,17643.82,95,0,0,regular
C100403,51,2,2,0,0.7753,4904.72,4813.35,10656.33,34,0,0,new
C100404,1203,99,96,3,0.9662,12732.93,12758.21,1105169.1,1,1,1,high_value
C100405,254,19,18,1,0.9601,3416.5,2825.64,68974.4,3,0,0,regular
C100406,399,12,11,1,0.9039,3817.35,3438.23,36455.31,101,1,1,regular
C100407,583,48,42,6,0.8752,5504.86,4358.13,214899.28,84,0,0,regular
C100408,54,2,2,0,0.7731,5360.71,4490.02,11733.96,21,1,1,new
C100409,291,54,49,5,0.91,18837.26,17473.79,835448.69,25,1,1,high_value
C100410,790,37,31,6,0.8414,6201.4,5465.76,176102.98,100,0,0,regular
C100411,82,21,20,1,0.9669,5598.6,5294.97,127949.97,76,0,0,regular
C100412,49,3,2,1,0.8098,2734.05,2683.23,6144.55,57,0,0,new
C100413,119,35,35,0,0.9944,8159.94,6481.34,312394.85,43,0,0,regular
C100414,33,1,1,0,0.8532,2440.39,2453.24,2201.57,45,0,0,new
C100415,1120,34,26,8,0.7746,3091.83,2443.1,74482.52,94,0,0,regular
C100416,36,4,3,1,0.7713,773.29,785.36,2135.57,23,0,0,new
C100417,143,5,5,0,0.9895,5372.85,5013.04,24358.82,106,1,1,regular
C100418,53,1,1,0,0.6999,986.96,780.08,1126.25,28,2,2,new
C100419,821,73,72,1,0.9824,20932.81,18305.14,1356157.67,28,1,1,high_value
C100420,1085,23,21,2,0.8958,5372.26,4523.28,121167.58,45,2,2,regular
C100421,88,1,1,0,0.7814,4246.7,4126.33,3674.68,95,1,0,new
C100422,13,1,1,0,0.995,4278.78,3568.97,4335.01,0,1,1,new
C100423,27,3,2,1,0.7787,3166.57,3097.83,5517.78,18,0,0,new
C100424,220,17,17,0,0.995,5199.4,4445.29,76768.78,45,0,0,regular
C100425,1157,36,33,3,0.9237,1519.48,1545.91,46084.73,16,1,1,regular
C100426,928,26,24,2,0.911,8651.93,7310.0,234158.88,46,0,0,regular
C100427,1098,30,27,3,0.9144,4835.01,4566.13,135982.26,51,0,0,regular
C100428,9,1,1,0,0.7612,3351.07,3257.4,3503.28,74,1,1,new
C100429,521,21,20,1,0.9476,3527.22,2934.48,66262.21,38,1,1,regular
C100430,724,80,75,5,0.937,13561.88,10824.84,1085375.7,64,1,0,high_value
C100431,571,12,10,2,0.8465,1146.52,1045.97,12089.67,118,0,0,regular
C100432,336,47,47,0,0.9922,2553.48,2406.65,118634.03,55,2,2,regular
C100433,487,27,22,5,0.8115,6137.72,5991.32,142427.08,96,0,0,regular
C100434,51,4,2,2,0.5786,3881.95,3282.04,8619.01,32,0,0,new
C100435,103,19,15,4,0.7954,5393.85,5336.4,92082.33,106,4,4,regular
C100436,40,3,2,1,0.7398,1564.78,1564.44,3595.8,68,0,0,new
C100437,393,46,45,1,0.9683,2811.18,2718.42,126059.36,16,0,0,regular
C100438,140,39,35,4,0.91,10181.24,7959.93,306393.44,108,0,0,regular
C100439,199,29,24,5,0.831,2049.53,1641.53,45192.23,85,0,0,regular
C100440,625,26,24,2,0.9356,15881.28,16190.28,346486.87,41,0,0,regular
C100441,50,2,1,1,0.6972,948.4,906.81,891.65,72,0,0,new
C100442,453,43,39,4,0.897,16198.37,15071.45,605298.68,113,1,1,regular
C100443,74,3,2,1,0.8034,811.0,808.02,1704.07,11,2,2,new
C100444,1056,48,44,4,0.9079,3666.22,2894.54,162557.09,4,0,0,regular
C100445,172,42,37,5,0.8751,5572.73,5359.69,215453.83,95,0,0,regular
C100446,1341,65,60,5,0.9199,25836.91,24212.35,1769650.25,34,2,2,high_value
C100447,177,7,6,1,0.8956,3045.34,2995.31,15800.22,102,2,2,regular
C100448,42,3,2,1,0.6363,1093.87,1057.45,1869.04,92,1,1,new
C100449,607,18,16,2,0.8775,3795.12,3401.88,63736.83,109,0,0,regular
C100450,28,1,1,0,0.8361,1910.61,1522.82,1937.13,91,1,1,new
C100451,564,8,6,2,0.8117,9474.55,9458.03,56553.1,112,2,2,regular
C100452,1126,8,7,1,0.9316,3108.75,2994.47,24067.88,74,1,1,regular
C100453,72,4,3,1,0.7257,2523.16,2183.88,6794.84,12,0,0,new
C100454,32,2,2,0,0.8149,10953.68,11130.51,22391.21,25,0,0,new
C100455,18,2,2,0,0.7872,1883.11,1609.43,4254.25,105,2,1,new
C100456,1293,93,93,0,0.995,27708.21,24076.62,2535005.01,34,0,0,high_value
C100457,279,37,32,5,0.8581,5666.97,5745.87,185690.79,113,2,2,regular
C100458,164,18,17,1,0.9256,2444.6,2298.77,36197.24,104,0,0,regular
C100459,328,33,33,0,0.995,8313.76,8238.99,261940.75,82,0,0,regular
C100460,1171,40,37,3,0.9202,9604.11,9537.47,306462.62,16,0,0,regular
C100461,7,4,4,0,0.9583,3279.98,2980.68,13404.81,22,0,0,new
C100462,1145,88,79,9,0.898,29153.78,24607.89,2365661.4,89,1,1,high_value
C100463,1103,30,27,3,0.8929,2955.54,2906.44,90592.67,48,0,0,regular
C100464,293,19,17,2,0.8889,6429.24,5789.23,113835.25,48,1,1,regular
C100465,522,33,30,3,0.9191,4714.37,4315.74,120342.9,10,1,1,regular
C100466,433,47,44,3,0.9287,4339.9,3949.0,210045.61,55,0,0,regular
C100467,559,39,39,0,0.995,22409.62,17531.07,829312.43,0,0,0,high_value
C100468,53,1,1,0,0.9407,6092.28,4819.05,6483.9,17,0,0,new
C100469,872,31,26,5,0.8409,6161.83,5717.76,148866.31,110,1,1,regular
C100470,737,48,47,1,0.9792,3790.32,3679.13,192052.4,90,0,0,regular
C100471,774,38,37,1,0.9858,2051.2,1824.93,85627.56,116,0,0,regular
C100472,74,4,3,1,0.7998,3372.79,2784.91,8841.4,109,1,1,new
C100473,22,2,2,0,0.8081,4749.68,4168.28,9625.78,110,2,1,new
C100474,511,45,43,2,0.9474,3284.86,3167.91,142960.86,48,0,0,regular
C100475,182,48,43,5,0.8973,6020.3,4852.78,242287.23,30,1,1,regular
C100476,862,8,6,2,0.7867,2937.05,2685.78,16785.3,82,2,2,regular
C100477,558,6,6,0,0.9438,8079.6,7663.75,51039.55,74,0,0,regular
C100478,786,10,10,0,0.9635,4189.36,3685.8,39287.15,51,0,0,regular
C100479,703,22,22,0,0.995,3782.69,3496.35,71500.87,59,1,1,regular
C100480,371,12,10,2,0.8662,4545.5,4509.29,49125.7,24,1,1,regular
C100481,218,44,41,3,0.9236,10393.39,8637.69,442133.63,59,0,0,regular
C100482,1169,46,43,3,0.9249,1976.39,1605.66,78622.68,115,0,0,regular
C100483,394,13,12,1,0.9151,12156.91,9659.92,166082.18,51,1,1,regular
C100484,51,2,2,0,0.921,2048.87,1955.22,4587.53,62,3,3,new
C100485,408,11,10,1,0.9122,4441.91,4424.7,50607.2,112,0,0,regular
C100486,1088,40,37,3,0.9227,9151.27,8654.31,339839.99,102,0,0,regular
C100487,357,21,20,1,0.9544,3708.37,3761.58,68274.88,94,0,0,regular
C100488,1184,6,6,0,0.9832,5341.38,5074.03,28912.33,0,1,1,regular
C100489,585,24,21,3,0.8646,3251.87,2761.61,77477.96,101,1,1,regular
C100490,1042,42,38,4,0.8997,8036.25,6761.23,341182.56,9,0,0,regular
C100491,804,47,42,5,0.8846,2943.87,2767.24,132579.44,4,1,0,regular
C100492,110,10,9,1,0.8761,4363.42,4111.19,39394.68,42,0,0,regular
C100493,640,42,34,8,0.813,6763.64,6125.93,221989.02,49,1,1,regular
C100494,535,18,16,2,0.9115,8440.07,7650.53,143283.24,14,1,1,regular
C100495,289,25,23,2,0.9388,2749.4,2419.46,53931.63,71,0,0,regular
C100496,686,9,8,1,0.9007,7070.71,6108.96,56977.63,110,0,0,regular
C100497,177,48,44,4,0.9095,2496.49,2327.16,115733.12,79,1,0,regular
C100498,856,40,37,3,0.9351,1238.47,1188.2,49311.94,115,0,0,regular
C100499,996,33,33,0,0.9947,2872.66,2801.47,93406.63,107,0,0,regular
C100500,165,37,33,4,0.8848,7425.15,6340.2,263050.01,97,1,1,regular
C100501,606,44,37,7,0.8397,4467.14,4403.95,145243.73,20,1,1,regular
C100502,613,83,78,5,0.9429,11453.77,9766.15,821906.69,76,0,0,high_value
C100503,130,16,16,0,0.995,4652.31,3969.22,66500.81,10,0,0,regular
C100504,503,6,5,1,0.8403,4560.89,4439.75,21708.72,92,0,0,regular
C100505,354,27,26,1,0.949,6535.29,6617.96,161975.21,107,0,0,regular
C100506,104,27,26,1,0.9795,1710.95,1717.34,42802.49,14,0,0,regular
C100507,976,6,5,1,0.7681,4231.96,3413.75,20942.87,60,1,0,regular
C100508,566,34,32,2,0.9346,4848.38,4117.41,152184.72,15,0,0,regular
C100509,81,4,2,2,0.5279,2410.43,2319.73,4807.07,64,0,0,new
C100510,41,1,1,0,0.9245,2702.47,2630.85,2907.26,54,0,0,new
C100511,1058,36,31,5,0.8712,3615.58,3257.72,100045.84,106,0,0,regular
C100512,83,4,3,1,0.7334,1845.77,1446.83,5289.31,32,0,0,new
C100513,746,10,9,1,0.8903,4532.64,4081.39,34676.36,89,0,0,regular
C100514,461,44,39,5,0.8919,3222.86,2537.92,107902.17,78,0,0,regular
C100515,65,1,1,0,0.9497,1219.23,1033.34,1258.16,87,0,0,new
C100516,1000,43,38,5,0.8893,3550.09,3328.72,150120.39,115,0,0,regular
C100517,546,36,35,1,0.9814,5382.7,4372.39,177424.9,22,0,0,regular
C100518,54,4,3,1,0.8694,1053.08,1001.48,3066.27,1,0,0,new
C100519,281,6,5,1,0.8051,1187.49,1103.33,5420.66,74,0,0,regular
C100520,1188,36,35,1,0.9824,6539.62,5775.31,204359.1,14,0,0,regular
C100521,801,25,22,3,0.8985,4209.68,3659.55,103284.68,54,0,0,regular
C100522,70,1,1,0,0.902,2788.62,2787.29,2848.96,62,1,1,new
C100523,726,35,32,3,0.9033,9165.11,8365.55,311309.29,73,0,0,regular
C100524,58,4,3,1,0.7938,1971.59,1958.45,6592.42,1,1,1,new
C100525,236,45,40,5,0.8786,7930.06,6970.41,325613.84,69,0,0,regular
C100526,1071,74,71,3,0.9619,13340.62,12309.57,856335.05,93,1,1,high_value
C100527,249,42,39,3,0.9351,16783.48,16936.31,696444.13,3,1,1,high_value
C100528,1011,14,12,2,0.8919,3890.62,3150.54,50158.21,47,0,0,regular
C100529,480,48,37,11,0.7771,4626.71,3900.62,166768.81,41,0,0,regular
C100530,352,11,11,0,0.9803,2485.95,2485.97,28303.8,40,1,0,regular
C100531,116,43,39,4,0.8994,5848.63,5154.29,227039.34,54,1,1,regular
C100532,893,14,13,1,0.9502,11656.33,9852.97,143940.55,16,1,1,regular
C100533,433,34,32,2,0.9386,2511.71,2560.34,84532.05,60,1,1,regular
C100534,14,4,3,1,0.7603,1868.38,1503.17,5180.48,9,2,2,new
C100535,1051,22,20,2,0.9095,7520.26,6969.56,142620.49,11,1,1,regular
C100536,206,33,31,2,0.9333,3766.07,3649.84,113445.08,64,0,0,regular
C100537,77,1,1,0,0.7672,1403.51,1359.75,1451.77,107,1,0,new
C100538,75,2,2,0,0.777,1179.22,1044.84,2607.65,84,1,0,new
C100539,619,41,37,4,0.9039,4196.71,3317.71,160631.44,40,0,0,regular
C100540,1629,55,50,5,0.916,29593.49,29056.27,1580032.71,41,1,1,high_value
C100541,1150,18,18,0,0.995,4855.11,4722.36,81955.94,58,1,1,regular
C100542,809,16,15,1,0.9325,4508.17,3773.21,69395.91,4,0,0,regular
C100543,493,27,25,2,0.93,19098.31,16457.52,420714.55,79,0,0,high_value
C100544,25,2,2,0,0.9327,1162.71,1049.96,2299.81,16,0,0,new
C100545,1000,45,41,4,0.918,2988.82,2413.16,129522.21,86,1,1,regular
C100546,1031,24,22,2,0.9059,5939.19,5802.2,118107.72,44,2,2,regular
C100547,11,1,1,0,0.9452,1589.04,1591.11,1780.72,45,0,0,new
C100548,529,42,38,4,0.9141,6563.23,5604.78,243207.2,52,0,0,regular
C100549,495,37,31,6,0.8266,13633.43,13657.52,444335.51,15,0,0,regular
C100550,1182,14,11,3,0.7809,6279.32,6104.81,68448.69,28,0,0,regular
C100551,36,4,3,1,0.8165,4269.18,4075.69,13699.93,24,0,0,new
C100552,62,1,1,0,0.7852,2152.53,2179.65,2206.97,101,2,1,new
C100553,1236,36,35,1,0.9786,12194.24,10461.63,378472.66,19,1,0,high_value
C100554,53,2,2,0,0.9362,515.56,515.43,1162.5,15,1,1,new
C100555,880,42,38,4,0.9072,2347.03,1886.11,93469.72,29,3,3,regular
C100556,906,46,46,0,0.9914,7274.87,6509.0,331840.47,50,1,0,regular
C100557,262,6,6,0,0.9791,5276.65,4814.85,33337.28,72,0,0,regular
C100558,706,33,32,1,0.9731,4005.45,3242.31,118980.35,50,0,0,regular
C100559,893,8,7,1,0.8378,1553.2,1486.36,11749.71,64,0,0,regular
C100560,46,2,2,0,0.8031,739.26,660.93,1439.14,62,0,0,new
C100561,1151,20,20,0,0.9834,3616.1,3215.91,78940.28,20,0,0,regular
C100562,432,28,26,2,0.9263,1868.85,1718.49,45296.43,0,0,0,regular
C100563,405,46,43,3,0.9433,3661.32,2974.2,171146.91,81,3,3,regular
C100564,1165,25,21,4,0.8267,6908.01,5719.88,162767.71,113,1,1,regular
C100565,1184,22,22,0,0.995,3175.62,2614.69,79941.26,7,0,0,regular
C100566,265,9,8,1,0.8625,4731.09,4771.13,40990.63,110,0,0,regular
C100567,36,1,1,0,0.7492,1611.85,1556.35,1710.5,109,0,0,new
C100568,1140,19,17,2,0.8889,5383.49,4882.87,92066.94,94,1,1,regular
C100569,287,25,19,6,0.7632,6104.09,5727.28,102259.86,67,1,1,regular
C100570,952,9,8,1,0.8449,1916.15,1793.5,15604.44,40,0,0,regular
C100571,188,17,17,0,0.995,2866.08,2416.0,49647.95,70,0,0,regular
C100572,263,29,26,3,0.8872,2103.86,1684.74,47557.67,1,0,0,regular
C100573,954,45,37,8,0.8243,6108.04,5577.77,238921.87,34,2,1,regular
C100574,752,19,17,2,0.9115,4965.34,4186.43,75520.83,47,1,1,regular
C100575,692,30,26,4,0.8561,4367.76,4322.48,116853.19,61,0,0,regular
C100576,1042,74,70,4,0.9438,42092.27,35216.61,2922268.51,32,0,0,high_value
C100577,410,21,18,3,0.8566,5461.8,5011.13,109374.17,51,0,0,regular
C100578,633,18,17,1,0.9262,5527.79,4869.0,86423.95,87,1,1,regular
C100579,753,6,5,1,0.8412,3342.54,3203.14,15064.19,114,0,0,regular
C100580,903,45,45,0,0.995,3073.2,3098.34,140416.99,98,1,1,regular
C100581,438,9,8,1,0.9402,4343.5,3816.97,34333.55,9,0,0,regular
C100582,66,1,1,0,0.6371,1534.77,1213.46,1378.82,70,0,0,new
C100583,571,11,10,1,0.8924,15494.52,14545.39,160231.0,55,0,0,regular
C100584,1306,88,85,3,0.9678,12342.3,10009.66,1176817.97,62,0,0,high_value
C100585,1043,21,18,3,0.8643,5354.17,4310.54,103321.5,94,0,0,regular
C100586,25,3,2,1,0.7976,2287.23,2147.19,4175.88,39,0,0,new
C100587,821,32,32,0,0.995,10426.93,8390.29,307476.63,65,0,0,regular
C100588,74,3,2,1,0.8108,2212.33,1794.0,4501.07,106,1,1,new
C100589,78,2,2,0,0.9228,2969.0,2628.69,6254.23,67,1,0,new
C100590,1027,32,30,2,0.9483,15876.03,14106.77,544721.67,66,0,0,high_value
C100591,725,7,7,0,0.9657,20183.89,20169.58,124537.03,109,1,1,regular
C100592,381,26,23,3,0.8949,5593.69,4733.78,130443.56,3,1,1,regular
C100593,1190,16,14,2,0.902,2152.69,1886.24,34544.22,45,0,0,regular
C100594,78,1,1,0,0.8346,3099.14,2943.58,2737.38,59,1,0,new
C100595,335,23,20,3,0.8634,10032.59,9816.74,229098.37,0,2,2,regular
C100596,421,25,24,1,0.9479,4725.64,4081.95,112128.38,56,1,1,regular
C100597,359,49,43,6,0.8699,4341.86,4044.26,198875.84,111,1,1,regular
C100598,314,27,26,1,0.9641,22741.72,21145.36,578029.0,94,2,2,high_value
C100599,165,22,20,2,0.8865,3658.59,3119.94,80658.32,3,0,0,regular
C100600,903,26,23,3,0.8955,3965.52,3206.0,102384.91,105,2,2,regular
C100601,691,9,9,0,0.9592,2553.01,2409.54,20679.36,95,1,1,regular
C100602,473,71,71,0,0.995,18745.46,15827.47,1429646.33,105,0,0,high_value
C100603,759,31,28,3,0.9001,2160.87,1850.54,51805.14,16,1,1,regular
C100604,470,90,86,4,0.9596,32188.47,29528.59,2582899.39,107,0,0,high_value
C100605,887,46,46,0,0.995,6001.49,4912.79,280403.68,2,1,1,regular
C100606,662,28,26,2,0.9454,4463.29,3740.06,119638.55,4,0,0,regular
C100607,57,1,1,0,0.8475,2423.56,2149.84,2325.6,42,0,0,new
C100608,246,17,15,2,0.8708,2471.48,2448.84,34519.15,97,0,0,regular
C100609,73,42,41,1,0.9715,6156.99,5943.59,227570.23,103,0,0,regular
C100610,469,21,19,2,0.9169,2818.34,2413.13,49367.15,76,0,0,regular
C100611,780,46,41,5,0.9002,1298.06,1106.59,47316.44,4,2,0,regular
C100612,479,61,61,0,0.995,10899.49,11084.38,617230.91,104,0,0,high_value
C100613,654,82,75,7,0.9157,14875.31,13935.38,1223178.92,31,0,0,high_value
C100614,727,14,13,1,0.9066,6571.94,6207.38,79989.29,89,2,2,regular
C100615,395,49,48,1,0.9822,3987.26,3162.81,214796.64,33,0,0,regular
C100616,1156,13,13,0,0.9856,3873.62,3119.01,46508.23,67,1,1,regular
C100617,269,6,6,0,0.9419,4643.28,3949.89,27792.5,11,0,0,regular
C100618,82,3,2,1,0.8278,587.57,577.04,1057.95,119,1,1,new
C100619,20,1,1,0,0.8362,3184.81,3180.23,2723.42,11,0,0,new
C100620,492,46,44,2,0.9514,3850.19,3179.67,175788.71,114,0,0,regular
C100621,544,43,42,1,0.9703,2264.77,2154.72,90490.67,108,1,1,regular
C100622,1379,88,83,5,0.9406,33391.5,33050.68,2642682.62,18,0,0,high_value
C100623,346,46,44,2,0.965,3742.11,3708.19,160096.24,83,1,1,regular
C100624,1399,75,71,4,0.9501,10774.54,9590.57,828737.5,41,3,2,high_value
C100625,455,26,26,0,0.995,3217.68,2709.63,81143.36,37,0,0,regular
C100626,385,13,11,2,0.8776,4781.71,4827.18,46072.49,39,0,0,regular
C100627,10,4,3,1,0.8659,956.02,809.15,2677.69,28,2,1,new
C100628,850,19,17,2,0.8971,5719.99,4808.49,99460.65,115,1,1,regular
C100629,453,13,12,1,0.8879,6350.28,5266.69,87484.99,5,0,0,regular
C100630,399,63,59,4,0.9435,21879.45,19862.35,1152690.4,42,0,0,high_value
C100631,511,32,32,0,0.9925,8975.19,7231.53,271994.3,43,1,1,regular
C100632,50,3,2,1,0.7135,6093.09,5587.15,12133.51,50,1,1,new
C100633,105,21,19,2,0.9202,3625.3,3648.81,78068.98,36,0,0,regular
C100634,71,4,3,1,0.6757,3698.18,3332.77,9791.23,79,0,0,new
C100635,57,3,2,1,0.7793,2702.41,2733.98,5881.24,110,0,0,new
C100636,100,37,32,5,0.8629,2570.05,2563.29,87742.48,80,0,0,regular
C100637,523,35,29,6,0.8418,3271.75,3174.1,89371.25,26,1,1,regular
C100638,930,11,10,1,0.9217,2132.79,1974.82,23079.46,119,1,1,regular
C100639,434,20,17,3,0.868,3135.28,3108.2,54496.96,48,1,1,regular
C100640,624,34,30,4,0.8756,3206.24,2927.92,86703.84,37,0,0,regular
C100641,158,14,13,1,0.9203,3729.5,3094.47,45367.06,81,2,2,regular
C100642,63,1,1,0,0.8334,649.85,651.18,616.39,116,1,1,new
C100643,782,19,16,3,0.8609,8111.58,7304.69,122894.85,38,0,0,regular
C100644,1030,35,30,5,0.8505,5973.93,5961.15,192463.96,24,0,0,regular
C100645,1044,34,31,3,0.9114,1886.61,1649.56,61297.23,93,0,0,regular
C100646,80,2,1,1,0.6552,1175.66,1011.74,1288.47,57,1,1,new
C100647,106,35,35,0,0.995,1759.31,1695.69,61775.45,87,2,2,regular
C100648,454,13,11,2,0.8457,10068.69,9386.71,105789.28,54,0,0,regular
C100649,89,2,1,1,0.5862,1775.3,1572.09,1545.09,4,0,0,new
C100650,667,30,29,1,0.9805,4352.0,4312.23,137354.34,43,0,0,regular
C100651,226,10,10,0,0.995,2697.94,2438.88,23537.7,102,0,0,regular
C100652,1110,20,17,3,0.8504,3020.78,2365.48,48294.66,112,0,0,regular
C100653,746,41,35,6,0.8657,3427.5,3243.68,126040.54,43,1,1,regular
C100654,348,24,22,2,0.9329,4220.62,3356.05,100212.29,83,0,0,regular
C100655,1110,35,31,4,0.8753,10240.59,9170.08,276364.52,11,0,0,regular
C100656,937,38,33,5,0.8644,7983.99,6595.57,271977.99,26,2,2,regular
C100657,559,6,6,0,0.9247,8058.12,6753.32,43085.55,83,1,1,regular
C100658,227,46,46,0,0.995,4984.95,5060.51,247004.07,4,0,0,regular
C100659,451,20,17,3,0.8314,2252.21,1818.06,40927.66,89,1,1,regular
C100660,725,40,40,0,0.995,2835.0,2726.85,121839.09,115,1,0,regular
C100661,933,26,23,3,0.8755,4666.97,4354.22,93292.4,8,1,1,regular
C100662,79,4,3,1,0.8201,2666.02,2204.29,8140.64,69,1,1,new
C100663,44,3,3,0,0.9221,2743.27,2755.57,7589.99,42,1,1,new
C100664,382,43,40,3,0.9295,7294.73,6042.51,291422.05,77,1,1,regular
C100665,341,10,9,1,0.8922,6241.9,5641.06,64425.21,107,0,0,regular
C100666,569,45,43,2,0.9531,6093.31,5908.83,229821.9,9,1,1,regular
C100667,681,75,73,2,0.97,12111.87,11666.85,909114.11,80,1,1,high_value
C100668,521,44,41,3,0.9413,10015.07,8580.21,369350.69,21,1,1,regular
C100669,467,6,5,1,0.8977,1757.07,1724.43,8811.83,64,1,1,regular
C100670,36,3,2,1,0.7739,5345.99,5404.28,10759.02,53,0,0,new
C100671,944,9,7,2,0.8263,6522.15,5829.26,45055.47,60,0,0,regular
C100672,661,40,38,2,0.9406,28055.34,26275.39,1110756.27,91,1,1,high_value
C100673,852,16,13,3,0.8255,2090.44,1813.42,31041.71,73,0,0,regular
C100674,881,31,28,3,0.9066,2328.17,2013.82,71157.77,41,0,0,regular
C100675,819,41,34,7,0.8182,5345.85,4772.41,206761.09,78,1,0,regular
C100676,427,46,39,7,0.8444,11059.44,9149.61,391134.74,71,1,1,high_value
C100677,1005,28,24,4,0.8435,2315.8,2189.49,63803.18,8,0,0,regular
