transaction_id,action,action_timestamp,action_success,amount_recovered,time_to_recovery_min,attempt_number_after_action,failure_after_action,stopping_rule_triggered,intervention_cost
TXN1002619,retry,2026-05-20 02:29:49,1,3684.59,225.0,2,0,0,2.0
TXN1002619,reminder,2026-05-20 02:08:49,1,3684.59,42.0,1,0,0,1.0
TXN1002619,escalation,2026-05-20 03:09:49,1,3684.59,41.0,1,0,0,15.0
TXN1002625,retry,2026-02-17 15:29:58,1,3961.72,342.0,3,0,0,2.0
TXN1002625,reminder,2026-02-17 16:27:58,1,3961.72,155.0,2,0,0,1.0
TXN1002625,escalation,2026-02-17 14:58:58,0,0.0,,2,1,0,15.0
TXN1002626,retry,2026-03-10 06:06:31,1,6695.95,201.0,2,0,0,2.0
TXN1002626,reminder,2026-03-10 07:13:31,0,0.0,,1,1,0,1.0
TXN1002626,escalation,2026-03-10 08:10:31,1,6695.95,288.0,1,0,0,15.0
TXN1002627,retry,2026-06-24 02:48:12,0,0.0,,2,1,0,2.0
TXN1002627,reminder,2026-06-24 03:21:12,1,1685.27,340.0,1,0,0,1.0
TXN1002627,escalation,2026-06-24 03:11:12,1,1685.27,324.0,1,0,0,15.0
TXN1002630,retry,2026-01-28 06:33:01,0,0.0,,2,1,0,2.0
TXN1002630,reminder,2026-01-28 06:19:01,0,0.0,,1,1,0,1.0
TXN1002630,escalation,2026-01-28 08:32:01,1,4401.44,64.0,1,0,0,15.0
TXN1002631,retry,2026-01-24 11:03:29,1,15130.22,277.0,3,0,0,2.0
TXN1002631,reminder,2026-01-24 10:43:29,1,15130.22,228.0,2,0,0,1.0
TXN1002631,escalation,2026-01-24 11:29:29,0,0.0,,2,1,0,15.0
TXN1002636,retry,2026-06-05 18:49:29,0,0.0,,4,1,1,2.0
TXN1002636,reminder,2026-06-05 19:47:29,0,0.0,,3,1,0,1.0
TXN1002636,escalation,2026-06-05 18:36:29,1,7745.3,63.0,3,0,0,15.0
TXN1002638,retry,2026-04-26 21:31:06,1,4724.77,144.0,2,0,0,2.0
TXN1002638,reminder,2026-04-26 22:16:06,1,4724.77,344.0,1,0,0,1.0
TXN1002638,escalation,2026-04-26 21:26:06,0,0.0,,1,1,0,15.0
TXN1002646,retry,2026-04-17 04:38:03,0,0.0,,2,1,0,2.0
TXN1002646,reminder,2026-04-17 05:52:03,1,4626.19,121.0,1,0,0,1.0
TXN1002646,escalation,2026-04-17 04:45:03,1,4626.19,28.0,1,0,0,15.0
TXN1002647,retry,2026-02-11 07:06:49,1,1607.42,86.0,2,0,0,2.0
TXN1002647,reminder,2026-02-11 07:05:49,0,0.0,,1,1,0,1.0
TXN1002647,escalation,2026-02-11 06:58:49,0,0.0,,1,1,0,15.0
TXN1002649,retry,2026-04-24 12:28:21,1,3174.29,238.0,2,0,0,2.0
TXN1002649,reminder,2026-04-24 12:11:21,0,0.0,,1,1,0,1.0
TXN1002649,escalation,2026-04-24 13:44:21,1,3174.29,335.0,1,0,0,15.0
TXN1002653,retry,2026-06-19 06:46:36,1,6003.67,97.0,2,0,0,2.0
TXN1002653,reminder,2026-06-19 04:54:36,1,6003.67,80.0,1,0,0,1.0
TXN1002653,escalation,2026-06-19 07:24:36,0,0.0,,1,1,0,15.0
TXN1002654,retry,2026-04-20 15:57:31,0,0.0,,5,1,1,2.0
TXN1002654,reminder,2026-04-20 14:58:31,0,0.0,,4,1,0,1.0
TXN1002654,escalation,2026-04-20 15:01:31,0,0.0,,4,1,0,15.0
TXN1002655,retry,2026-05-28 20:32:28,1,3437.31,188.0,2,0,0,2.0
TXN1002655,reminder,2026-05-28 18:15:28,1,3437.31,34.0,1,0,0,1.0
TXN1002655,escalation,2026-05-28 20:33:28,1,3437.31,352.0,1,0,0,15.0
TXN1002657,retry,2026-01-03 04:43:10,0,0.0,,2,1,0,2.0
TXN1002657,reminder,2026-01-03 03:33:10,1,17098.7,205.0,1,0,0,1.0
TXN1002657,escalation,2026-01-03 03:35:10,1,17098.7,251.0,1,0,0,15.0
TXN1002658,retry,2026-04-30 23:53:00,0,0.0,,3,1,0,2.0
TXN1002658,reminder,2026-05-01 01:27:00,0,0.0,,2,1,0,1.0
TXN1002658,escalation,2026-05-01 00:55:00,1,8623.05,140.0,2,0,0,15.0
TXN1002659,retry,2026-03-16 04:35:34,0,0.0,,4,1,1,2.0
TXN1002659,reminder,2026-03-16 01:50:34,0,0.0,,3,1,0,1.0
TXN1002659,escalation,2026-03-16 03:42:34,0,0.0,,3,1,0,15.0
TXN1002660,retry,2026-01-27 02:01:55,1,22519.76,59.0,3,0,0,2.0
TXN1002660,reminder,2026-01-27 00:29:55,1,22519.76,343.0,2,0,0,1.0
TXN1002660,escalation,2026-01-27 00:49:55,0,0.0,,2,1,0,15.0
TXN1002662,retry,2026-02-04 02:53:55,1,6401.03,189.0,3,0,0,2.0
TXN1002662,reminder,2026-02-04 03:21:55,1,6401.03,81.0,2,0,0,1.0
TXN1002662,escalation,2026-02-04 04:12:55,1,6401.03,137.0,2,0,0,15.0
TXN1002664,retry,2026-03-08 05:29:06,1,9802.08,55.0,2,0,0,2.0
TXN1002664,reminder,2026-03-08 07:16:06,1,9802.08,308.0,1,0,0,1.0
TXN1002664,escalation,2026-03-08 05:10:06,1,9802.08,29.0,1,0,0,15.0
TXN1002671,retry,2026-05-06 14:20:28,1,2313.12,317.0,2,0,0,2.0
TXN1002671,reminder,2026-05-06 12:32:28,0,0.0,,1,1,0,1.0
TXN1002671,escalation,2026-05-06 11:42:28,1,2313.12,268.0,1,0,0,15.0
TXN1002673,retry,2026-02-21 10:49:26,1,16304.02,23.0,2,0,0,2.0
TXN1002673,reminder,2026-02-21 09:59:26,1,16304.02,177.0,1,0,0,1.0
TXN1002673,escalation,2026-02-21 08:06:26,1,16304.02,214.0,1,0,0,15.0
TXN1002676,retry,2026-02-09 09:36:41,1,6901.3,204.0,2,0,0,2.0
TXN1002676,reminder,2026-02-09 07:29:41,1,6901.3,337.0,1,0,0,1.0
TXN1002676,escalation,2026-02-09 08:52:41,0,0.0,,1,1,0,15.0
TXN1002677,retry,2026-01-02 07:45:00,0,0.0,,5,1,1,2.0
TXN1002677,reminder,2026-01-02 06:40:00,0,0.0,,4,1,0,1.0
TXN1002677,escalation,2026-01-02 06:51:00,1,2745.61,257.0,4,0,0,15.0
TXN1002679,retry,2026-01-05 05:46:30,1,30478.15,146.0,2,0,0,2.0
TXN1002679,reminder,2026-01-05 04:16:30,1,30478.15,201.0,1,0,0,1.0
TXN1002679,escalation,2026-01-05 05:13:30,1,30478.15,323.0,1,0,0,15.0
TXN1002682,retry,2026-03-01 01:42:21,1,5841.05,104.0,2,0,0,2.0
TXN1002682,reminder,2026-03-01 01:14:21,0,0.0,,1,1,0,1.0
TXN1002682,escalation,2026-03-01 03:09:21,1,5841.05,94.0,1,0,0,15.0
TXN1002683,retry,2026-02-07 09:06:36,1,7333.1,127.0,3,0,0,2.0
TXN1002683,reminder,2026-02-07 08:32:36,0,0.0,,2,1,0,1.0
TXN1002683,escalation,2026-02-07 08:31:36,0,0.0,,2,1,0,15.0
TXN1002684,retry,2026-02-28 01:35:48,0,0.0,,3,1,0,2.0
TXN1002684,reminder,2026-02-27 23:58:48,0,0.0,,2,1,0,1.0
TXN1002684,escalation,2026-02-28 00:39:48,1,7684.25,160.0,2,0,0,15.0
TXN1002690,retry,2026-06-17 09:27:47,1,12514.11,77.0,2,0,0,2.0
TXN1002690,reminder,2026-06-17 09:00:47,0,0.0,,1,1,0,1.0
TXN1002690,escalation,2026-06-17 07:54:47,1,12514.11,37.0,1,0,0,15.0
TXN1002691,retry,2026-04-23 16:34:20,0,0.0,,2,1,0,2.0
TXN1002691,reminder,2026-04-23 15:54:20,1,431.95,210.0,1,0,0,1.0
TXN1002691,escalation,2026-04-23 15:14:20,0,0.0,,1,1,1,15.0
TXN1002692,retry,2026-06-23 16:00:42,1,21013.98,138.0,2,0,0,2.0
TXN1002692,reminder,2026-06-23 18:39:42,1,21013.98,267.0,1,0,0,1.0
TXN1002692,escalation,2026-06-23 18:34:42,1,21013.98,172.0,1,0,0,15.0
TXN1002693,retry,2026-03-10 08:15:11,0,0.0,,4,1,1,2.0
TXN1002693,reminder,2026-03-10 06:50:11,1,5186.17,158.0,3,0,0,1.0
TXN1002693,escalation,2026-03-10 06:44:11,0,0.0,,3,1,0,15.0
TXN1002696,retry,2026-06-26 15:38:06,1,3784.08,334.0,2,0,0,2.0
TXN1002696,reminder,2026-06-26 14:08:06,0,0.0,,1,1,0,1.0
TXN1002696,escalation,2026-06-26 13:36:06,1,3784.08,137.0,1,0,0,15.0
TXN1002700,retry,2026-02-11 13:27:47,1,9699.35,282.0,4,0,1,2.0
TXN1002700,reminder,2026-02-11 11:15:47,0,0.0,,3,1,0,1.0
TXN1002700,escalation,2026-02-11 13:25:47,0,0.0,,3,1,0,15.0
TXN1002701,retry,2026-05-08 19:49:05,1,8555.33,194.0,3,0,0,2.0
TXN1002701,reminder,2026-05-08 19:46:05,1,8555.33,203.0,2,0,0,1.0
TXN1002701,escalation,2026-05-08 21:06:05,1,8555.33,14.0,2,0,0,15.0
TXN1002704,retry,2026-03-06 08:39:32,1,13110.26,355.0,3,0,0,2.0
TXN1002704,reminder,2026-03-06 08:11:32,0,0.0,,2,1,0,1.0
TXN1002704,escalation,2026-03-06 09:54:32,0,0.0,,2,1,0,15.0
TXN1002705,retry,2026-04-13 10:22:02,0,0.0,,2,1,0,2.0
TXN1002705,reminder,2026-04-13 08:48:02,0,0.0,,1,1,0,1.0
TXN1002705,escalation,2026-04-13 08:55:02,0,0.0,,1,1,0,15.0
TXN1002707,retry,2026-04-08 19:58:59,1,6401.78,40.0,2,0,0,2.0
TXN1002707,reminder,2026-04-08 19:17:59,1,6401.78,231.0,1,0,0,1.0
TXN1002707,escalation,2026-04-08 21:38:59,1,6401.78,321.0,1,0,0,15.0
TXN1002708,retry,2026-03-13 01:05:09,0,0.0,,2,1,0,2.0
TXN1002708,reminder,2026-03-13 00:54:09,0,0.0,,1,1,0,1.0
TXN1002708,escalation,2026-03-13 02:00:09,0,0.0,,1,1,0,15.0
TXN1002709,retry,2026-05-28 23:03:22,1,9612.98,196.0,2,0,0,2.0
TXN1002709,reminder,2026-05-29 00:02:22,1,9612.98,90.0,1,0,0,1.0
TXN1002709,escalation,2026-05-29 01:13:22,1,9612.98,181.0,1,0,0,15.0
TXN1002712,retry,2026-05-27 23:35:31,0,0.0,,2,1,0,2.0
TXN1002712,reminder,2026-05-28 00:00:31,1,2138.6,323.0,1,0,0,1.0
TXN1002712,escalation,2026-05-27 23:06:31,0,0.0,,1,1,0,15.0
TXN1002713,retry,2026-02-10 16:01:55,1,4014.38,164.0,2,0,0,2.0
TXN1002713,reminder,2026-02-10 14:24:55,0,0.0,,1,1,0,1.0
TXN1002713,escalation,2026-02-10 14:48:55,0,0.0,,1,1,0,15.0
TXN1002717,retry,2026-03-23 09:03:33,0,0.0,,4,1,1,2.0
TXN1002717,reminder,2026-03-23 06:51:33,1,6509.9,269.0,3,0,0,1.0
TXN1002717,escalation,2026-03-23 08:04:33,0,0.0,,3,1,0,15.0
TXN1002720,retry,2026-03-23 18:38:42,0,0.0,,3,1,0,2.0
TXN1002720,reminder,2026-03-23 20:40:42,1,3866.17,83.0,2,0,0,1.0
TXN1002720,escalation,2026-03-23 18:46:42,0,0.0,,2,1,0,15.0
TXN1002722,retry,2026-01-10 17:53:11,0,0.0,,3,1,0,2.0
TXN1002722,reminder,2026-01-10 16:17:11,1,4655.62,207.0,2,0,0,1.0
TXN1002722,escalation,2026-01-10 16:46:11,1,4655.62,314.0,2,0,0,15.0
TXN1002725,retry,2026-01-28 08:01:21,1,6686.63,322.0,2,0,0,2.0
TXN1002725,reminder,2026-01-28 07:41:21,0,0.0,,1,1,0,1.0
TXN1002725,escalation,2026-01-28 06:26:21,1,6686.63,99.0,1,0,0,15.0
TXN1002731,retry,2026-02-08 21:33:57,0,0.0,,3,1,0,2.0
TXN1002731,reminder,2026-02-08 20:59:57,0,0.0,,2,1,0,1.0
TXN1002731,escalation,2026-02-08 21:23:57,1,4957.8,152.0,2,0,0,15.0
TXN1002732,retry,2026-01-08 03:06:16,1,5006.66,43.0,4,0,1,2.0
TXN1002732,reminder,2026-01-08 02:20:16,1,5006.66,118.0,3,0,0,1.0
TXN1002732,escalation,2026-01-08 03:28:16,1,5006.66,111.0,3,0,0,15.0
TXN1002736,retry,2026-03-13 01:55:37,0,0.0,,3,1,0,2.0
TXN1002736,reminder,2026-03-13 00:43:37,1,5520.13,277.0,2,0,0,1.0
TXN1002736,escalation,2026-03-13 03:21:37,1,5520.13,272.0,2,0,0,15.0
TXN1002740,retry,2026-05-07 02:05:19,1,6583.48,17.0,3,0,0,2.0
TXN1002740,reminder,2026-05-07 01:32:19,0,0.0,,2,1,0,1.0
TXN1002740,escalation,2026-05-07 00:51:19,1,6583.48,174.0,2,0,0,15.0
TXN1002744,retry,2026-01-15 10:47:12,1,1652.24,119.0,2,0,0,2.0
TXN1002744,reminder,2026-01-15 09:06:12,0,0.0,,1,1,0,1.0
TXN1002744,escalation,2026-01-15 10:14:12,1,1652.24,35.0,1,0,0,15.0
TXN1002750,retry,2026-04-25 08:11:07,1,54080.73,99.0,2,0,0,2.0
TXN1002750,reminder,2026-04-25 06:13:07,1,54080.73,147.0,1,0,0,1.0
TXN1002750,escalation,2026-04-25 06:21:07,1,54080.73,116.0,1,0,0,15.0
TXN1002751,retry,2026-05-19 06:49:03,1,4936.6,296.0,2,0,0,2.0
TXN1002751,reminder,2026-05-19 07:23:03,1,4936.6,13.0,1,0,0,1.0
TXN1002751,escalation,2026-05-19 07:49:03,1,4936.6,148.0,1,0,0,15.0
TXN1002756,retry,2026-02-25 14:11:04,0,0.0,,4,1,1,2.0
TXN1002756,reminder,2026-02-25 14:12:04,1,945.32,194.0,3,0,0,1.0
TXN1002756,escalation,2026-02-25 15:33:04,0,0.0,,3,1,0,15.0
TXN1002758,retry,2026-01-17 02:00:35,1,9339.75,130.0,4,0,1,2.0
TXN1002758,reminder,2026-01-17 03:06:35,0,0.0,,3,1,0,1.0
TXN1002758,escalation,2026-01-17 02:40:35,0,0.0,,3,1,0,15.0
TXN1002759,retry,2026-03-02 01:47:04,1,267.83,223.0,3,0,0,2.0
TXN1002759,reminder,2026-03-02 03:17:04,1,267.83,134.0,2,0,0,1.0
TXN1002759,escalation,2026-03-02 02:25:04,1,267.83,16.0,2,0,1,15.0
TXN1002760,retry,2026-03-27 20:13:23,1,2719.21,8.0,2,0,0,2.0
TXN1002760,reminder,2026-03-27 20:09:23,1,2719.21,195.0,1,0,0,1.0
TXN1002760,escalation,2026-03-27 19:49:23,0,0.0,,1,1,0,15.0
TXN1002761,retry,2026-03-27 07:53:22,0,0.0,,2,1,0,2.0
TXN1002761,reminder,2026-03-27 07:05:22,1,1674.53,62.0,1,0,0,1.0
TXN1002761,escalation,2026-03-27 05:35:22,0,0.0,,1,1,0,15.0
TXN1002767,retry,2026-03-09 22:49:39,1,28971.3,68.0,3,0,0,2.0
TXN1002767,reminder,2026-03-09 23:07:39,0,0.0,,2,1,0,1.0
TXN1002767,escalation,2026-03-09 23:30:39,0,0.0,,2,1,0,15.0
TXN1002769,retry,2026-02-17 13:53:05,1,9098.84,225.0,3,0,0,2.0
TXN1002769,reminder,2026-02-17 12:43:05,0,0.0,,2,1,0,1.0
TXN1002769,escalation,2026-02-17 14:58:05,0,0.0,,2,1,0,15.0
TXN1002775,retry,2026-04-15 13:17:09,0,0.0,,3,1,0,2.0
TXN1002775,reminder,2026-04-15 12:50:09,0,0.0,,2,1,0,1.0
TXN1002775,escalation,2026-04-15 11:41:09,0,0.0,,2,1,0,15.0
TXN1002776,retry,2026-05-22 10:38:45,1,2062.55,63.0,3,0,0,2.0
TXN1002776,reminder,2026-05-22 10:01:45,0,0.0,,2,1,0,1.0
TXN1002776,escalation,2026-05-22 11:06:45,1,2062.55,134.0,2,0,0,15.0
TXN1002779,retry,2026-05-23 13:10:21,0,0.0,,5,1,1,2.0
TXN1002779,reminder,2026-05-23 12:36:21,0,0.0,,4,1,0,1.0
TXN1002779,escalation,2026-05-23 13:41:21,0,0.0,,4,1,0,15.0
TXN1002782,retry,2026-05-05 20:47:36,1,26406.47,30.0,4,0,1,2.0
TXN1002782,reminder,2026-05-05 18:29:36,0,0.0,,3,1,0,1.0
TXN1002782,escalation,2026-05-05 20:54:36,0,0.0,,3,1,0,15.0
TXN1002785,retry,2026-01-07 14:19:12,0,0.0,,3,1,0,2.0
TXN1002785,reminder,2026-01-07 14:29:12,1,1747.1,313.0,2,0,0,1.0
TXN1002785,escalation,2026-01-07 13:07:12,0,0.0,,2,1,0,15.0
TXN1002789,retry,2026-03-07 14:54:05,1,998.98,152.0,2,0,0,2.0
TXN1002789,reminder,2026-03-07 13:41:05,0,0.0,,1,1,0,1.0
TXN1002789,escalation,2026-03-07 15:50:05,1,998.98,239.0,1,0,0,15.0
TXN1002794,retry,2026-03-25 06:53:21,1,17872.18,128.0,2,0,0,2.0
TXN1002794,reminder,2026-03-25 07:53:21,1,17872.18,28.0,1,0,0,1.0
TXN1002794,escalation,2026-03-25 05:49:21,0,0.0,,1,1,0,15.0
TXN1002797,retry,2026-04-13 11:40:45,1,297.26,264.0,3,0,0,2.0
TXN1002797,reminder,2026-04-13 12:08:45,0,0.0,,2,1,0,1.0
TXN1002797,escalation,2026-04-13 13:41:45,1,297.26,226.0,2,0,1,15.0
TXN1002800,retry,2026-02-08 10:00:22,1,1597.62,38.0,2,0,0,2.0
TXN1002800,reminder,2026-02-08 08:07:22,0,0.0,,1,1,0,1.0
TXN1002800,escalation,2026-02-08 07:54:22,0,0.0,,1,1,0,15.0
TXN1002801,retry,2026-04-26 21:20:45,1,3702.54,214.0,3,0,0,2.0
TXN1002801,reminder,2026-04-26 19:16:45,0,0.0,,2,1,0,1.0
TXN1002801,escalation,2026-04-26 19:15:45,0,0.0,,2,1,0,15.0
TXN1002805,retry,2026-05-01 17:10:17,0,0.0,,2,1,0,2.0
TXN1002805,reminder,2026-05-01 18:12:17,0,0.0,,1,1,0,1.0
TXN1002805,escalation,2026-05-01 17:38:17,0,0.0,,1,1,0,15.0
TXN1002806,retry,2026-04-12 02:23:36,1,7648.95,296.0,4,0,1,2.0
TXN1002806,reminder,2026-04-12 00:50:36,0,0.0,,3,1,0,1.0
TXN1002806,escalation,2026-04-12 02:36:36,0,0.0,,3,1,0,15.0
TXN1002808,retry,2026-01-31 22:10:22,0,0.0,,4,1,1,2.0
TXN1002808,reminder,2026-01-31 23:05:22,0,0.0,,3,1,0,1.0
TXN1002808,escalation,2026-01-31 21:57:22,0,0.0,,3,1,0,15.0
TXN1002811,retry,2026-06-07 16:00:23,1,2154.02,4.0,4,0,1,2.0
TXN1002811,reminder,2026-06-07 15:57:23,0,0.0,,3,1,0,1.0
TXN1002811,escalation,2026-06-07 16:07:23,0,0.0,,3,1,0,15.0
TXN1002815,retry,2026-03-01 16:27:36,1,1577.02,217.0,3,0,0,2.0
TXN1002815,reminder,2026-03-01 16:14:36,0,0.0,,2,1,0,1.0
TXN1002815,escalation,2026-03-01 16:38:36,1,1577.02,214.0,2,0,0,15.0
TXN1002816,retry,2026-03-02 02:10:04,1,200.0,170.0,3,0,0,2.0
TXN1002816,reminder,2026-03-02 03:47:04,1,200.0,35.0,2,0,0,1.0
TXN1002816,escalation,2026-03-02 04:01:04,1,200.0,101.0,2,0,1,15.0
TXN1002817,retry,2026-04-19 02:05:28,1,2285.86,224.0,2,0,0,2.0
TXN1002817,reminder,2026-04-19 02:08:28,0,0.0,,1,1,0,1.0
TXN1002817,escalation,2026-04-19 02:33:28,0,0.0,,1,1,0,15.0
TXN1002819,retry,2026-03-20 16:56:55,1,4584.72,266.0,2,0,0,2.0
TXN1002819,reminder,2026-03-20 16:31:55,1,4584.72,155.0,1,0,0,1.0
TXN1002819,escalation,2026-03-20 17:06:55,1,4584.72,51.0,1,0,0,15.0
TXN1002821,retry,2026-02-23 04:50:45,0,0.0,,3,1,0,2.0
TXN1002821,reminder,2026-02-23 05:25:45,1,2707.74,346.0,2,0,0,1.0
TXN1002821,escalation,2026-02-23 04:41:45,1,2707.74,164.0,2,0,0,15.0
TXN1002824,retry,2026-05-07 23:37:40,1,4526.84,252.0,2,0,0,2.0
TXN1002824,reminder,2026-05-07 21:21:40,1,4526.84,199.0,1,0,0,1.0
TXN1002824,escalation,2026-05-07 21:12:40,0,0.0,,1,1,0,15.0
TXN1002829,retry,2026-06-18 00:22:23,0,0.0,,5,1,1,2.0
TXN1002829,reminder,2026-06-18 00:24:23,0,0.0,,4,1,0,1.0
TXN1002829,escalation,2026-06-17 22:56:23,0,0.0,,4,1,0,15.0
TXN1002833,retry,2026-05-15 14:59:16,0,0.0,,3,1,0,2.0
TXN1002833,reminder,2026-05-15 12:40:16,1,7494.01,311.0,2,0,0,1.0
TXN1002833,escalation,2026-05-15 13:36:16,1,7494.01,156.0,2,0,0,15.0
TXN1002835,retry,2026-05-23 18:07:18,1,4675.5,256.0,4,0,1,2.0
TXN1002835,reminder,2026-05-23 19:48:18,0,0.0,,3,1,0,1.0
TXN1002835,escalation,2026-05-23 20:26:18,0,0.0,,3,1,0,15.0
TXN1002838,retry,2026-06-26 05:42:58,1,327.3,301.0,3,0,0,2.0
TXN1002838,reminder,2026-06-26 06:15:58,1,327.3,214.0,2,0,0,1.0
TXN1002838,escalation,2026-06-26 05:12:58,0,0.0,,2,1,1,15.0
TXN1002841,retry,2026-06-22 09:08:10,0,0.0,,3,1,0,2.0
TXN1002841,reminder,2026-06-22 09:38:10,0,0.0,,2,1,0,1.0
TXN1002841,escalation,2026-06-22 09:51:10,0,0.0,,2,1,0,15.0
TXN1002846,retry,2026-03-10 08:25:34,0,0.0,,3,1,0,2.0
TXN1002846,reminder,2026-03-10 06:51:34,0,0.0,,2,1,0,1.0
TXN1002846,escalation,2026-03-10 07:23:34,0,0.0,,2,1,0,15.0
TXN1002848,retry,2026-05-09 23:05:13,0,0.0,,2,1,0,2.0
TXN1002848,reminder,2026-05-09 23:11:13,0,0.0,,1,1,0,1.0
TXN1002848,escalation,2026-05-10 01:14:13,1,20664.99,49.0,1,0,0,15.0
TXN1002852,retry,2026-06-19 12:20:41,1,20614.0,99.0,5,0,1,2.0
TXN1002852,reminder,2026-06-19 13:06:41,0,0.0,,4,1,0,1.0
TXN1002852,escalation,2026-06-19 12:45:41,1,20614.0,114.0,4,0,0,15.0
TXN1002858,retry,2026-01-11 13:55:45,1,28893.77,250.0,2,0,0,2.0
TXN1002858,reminder,2026-01-11 15:57:45,0,0.0,,1,1,0,1.0
TXN1002858,escalation,2026-01-11 15:57:45,1,28893.77,206.0,1,0,0,15.0
TXN1002863,retry,2026-06-06 13:54:13,1,15123.84,78.0,2,0,0,2.0
TXN1002863,reminder,2026-06-06 14:14:13,1,15123.84,103.0,1,0,0,1.0
TXN1002863,escalation,2026-06-06 15:52:13,1,15123.84,294.0,1,0,0,15.0
TXN1002864,retry,2026-06-08 07:30:32,1,9506.32,47.0,2,0,0,2.0
TXN1002864,reminder,2026-06-08 07:43:32,1,9506.32,176.0,1,0,0,1.0
TXN1002864,escalation,2026-06-08 09:30:32,1,9506.32,161.0,1,0,0,15.0
TXN1002865,retry,2026-02-28 14:22:04,1,6881.88,247.0,3,0,0,2.0
TXN1002865,reminder,2026-02-28 13:46:04,1,6881.88,320.0,2,0,0,1.0
TXN1002865,escalation,2026-02-28 14:12:04,1,6881.88,285.0,2,0,0,15.0
TXN1002866,retry,2026-02-09 15:30:54,1,20871.22,91.0,2,0,0,2.0
TXN1002866,reminder,2026-02-09 14:11:54,1,20871.22,185.0,1,0,0,1.0
TXN1002866,escalation,2026-02-09 14:28:54,0,0.0,,1,1,0,15.0
TXN1002867,retry,2026-04-01 07:12:21,0,0.0,,3,1,0,2.0
TXN1002867,reminder,2026-04-01 06:20:21,0,0.0,,2,1,0,1.0
TXN1002867,escalation,2026-04-01 04:44:21,0,0.0,,2,1,0,15.0
TXN1002870,retry,2026-03-24 14:10:48,0,0.0,,5,1,1,2.0
TXN1002870,reminder,2026-03-24 13:34:48,0,0.0,,4,1,0,1.0
TXN1002870,escalation,2026-03-24 11:48:48,0,0.0,,4,1,0,15.0
TXN1002871,retry,2026-03-15 11:23:23,1,736.95,320.0,3,0,0,2.0
TXN1002871,reminder,2026-03-15 13:24:23,1,736.95,233.0,2,0,0,1.0
TXN1002871,escalation,2026-03-15 11:41:23,1,736.95,101.0,2,0,0,15.0
TXN1002872,retry,2026-06-18 02:52:46,1,13592.12,267.0,2,0,0,2.0
TXN1002872,reminder,2026-06-18 03:47:46,1,13592.12,308.0,1,0,0,1.0
TXN1002872,escalation,2026-06-18 02:42:46,0,0.0,,1,1,0,15.0
TXN1002873,retry,2026-02-27 17:50:09,1,5276.42,285.0,3,0,0,2.0
TXN1002873,reminder,2026-02-27 17:08:09,1,5276.42,75.0,2,0,0,1.0
TXN1002873,escalation,2026-02-27 16:10:09,1,5276.42,352.0,2,0,0,15.0
TXN1002875,retry,2026-05-19 17:20:40,0,0.0,,2,1,0,2.0
TXN1002875,reminder,2026-05-19 16:57:40,0,0.0,,1,1,0,1.0
TXN1002875,escalation,2026-05-19 15:38:40,1,1826.17,291.0,1,0,0,15.0
TXN1002876,retry,2026-06-17 15:57:47,1,1586.28,322.0,2,0,0,2.0
TXN1002876,reminder,2026-06-17 15:24:47,1,1586.28,112.0,1,0,0,1.0
TXN1002876,escalation,2026-06-17 14:30:47,1,1586.28,256.0,1,0,0,15.0
TXN1002877,retry,2026-01-12 19:54:12,1,3303.68,28.0,2,0,0,2.0
TXN1002877,reminder,2026-01-12 18:48:12,1,3303.68,196.0,1,0,0,1.0
TXN1002877,escalation,2026-01-12 18:05:12,0,0.0,,1,1,0,15.0
TXN1002878,retry,2026-04-02 17:11:05,0,0.0,,4,1,1,2.0
TXN1002878,reminder,2026-04-02 17:24:05,1,3429.86,204.0,3,0,0,1.0
TXN1002878,escalation,2026-04-02 16:49:05,1,3429.86,146.0,3,0,0,15.0
TXN1002880,retry,2026-06-18 19:19:08,0,0.0,,3,1,0,2.0
TXN1002880,reminder,2026-06-18 19:27:08,1,4181.69,298.0,2,0,0,1.0
TXN1002880,escalation,2026-06-18 18:29:08,0,0.0,,2,1,0,15.0
TXN1002883,retry,2026-05-08 22:59:31,0,0.0,,4,1,1,2.0
TXN1002883,reminder,2026-05-08 21:23:31,0,0.0,,3,1,0,1.0
TXN1002883,escalation,2026-05-08 20:36:31,0,0.0,,3,1,0,15.0
TXN1002884,retry,2026-06-13 19:27:59,1,2009.74,311.0,2,0,0,2.0
TXN1002884,reminder,2026-06-13 19:24:59,0,0.0,,1,1,0,1.0
TXN1002884,escalation,2026-06-13 20:09:59,1,2009.74,294.0,1,0,0,15.0
TXN1002885,retry,2026-04-18 18:53:54,1,589.64,23.0,2,0,0,2.0
TXN1002885,reminder,2026-04-18 19:54:54,0,0.0,,1,1,0,1.0
TXN1002885,escalation,2026-04-18 19:00:54,1,589.64,149.0,1,0,0,15.0
TXN1002889,retry,2026-01-21 00:37:00,0,0.0,,4,1,1,2.0
TXN1002889,reminder,2026-01-20 23:43:00,0,0.0,,3,1,0,1.0
TXN1002889,escalation,2026-01-21 00:42:00,0,0.0,,3,1,0,15.0
TXN1002890,retry,2026-05-16 10:28:00,1,1761.43,344.0,3,0,0,2.0
TXN1002890,reminder,2026-05-16 08:53:00,0,0.0,,2,1,0,1.0
TXN1002890,escalation,2026-05-16 08:40:00,0,0.0,,2,1,0,15.0
TXN1002893,retry,2026-02-07 21:55:33,1,9540.47,147.0,2,0,0,2.0
