transaction_id,customer_id,order_id,amount,currency,payment_method,timestamp,status,failure_reason,failure_source,failure_step,attempt_number,checkout_started,checkout_duration_sec,is_subscription,subscription_status,device_type,is_new_device,hour_of_day,day_of_week
TXN1001534,C100691,order_1001534,1700.74,INR,upi,2026-05-18 00:57:14,success,,,,1,False,92.3,False,,desktop,False,0,0
TXN1001535,C102408,order_1001535,3853.58,INR,upi,2026-03-21 13:20:44,success,,,,1,False,37.4,False,,mobile,False,13,5
TXN1001536,C102021,order_1001536,8645.41,INR,upi,2026-03-08 23:51:57,failed,issuer_decline,issuer,authentication,2,True,52.4,False,,mobile,False,23,6
TXN1001537,C100776,order_1001537,8034.43,INR,card,2026-03-05 11:51:39,success,,,,1,False,106.4,False,,mobile,False,11,3
TXN1001538,C101791,order_1001538,5339.66,INR,netbanking,2026-03-27 03:53:19,failed,network_error,network,capture,2,True,148.7,False,,mobile,False,3,4
TXN1001539,C100093,order_1001539,17779.26,INR,upi,2026-03-15 10:16:38,success,,,,1,False,75.8,False,,mobile,True,10,6
TXN1001540,C101731,order_1001540,1630.18,INR,upi,2026-01-24 06:27:05,failed,network_error,network,authorization,2,True,138.3,False,,mobile,True,6,5
TXN1001541,C100500,order_1001541,5367.08,INR,card,2026-05-31 01:48:21,failed,authentication_failed,customer,authorization,2,True,122.2,False,,mobile,False,1,6
TXN1001542,C100778,order_1001542,10043.87,INR,card,2026-02-12 02:20:11,success,,,,1,False,69.0,False,,mobile,False,2,3
TXN1001543,C102318,order_1001543,1682.77,INR,upi,2026-01-27 01:21:21,abandoned,,,,1,True,84.2,False,,mobile,True,1,1
TXN1001544,C100347,order_1001544,9678.6,INR,card,2026-01-31 17:28:16,failed,insufficient_funds,customer,payment_initiation,3,True,165.9,False,,mobile,False,17,5
TXN1001545,C101975,order_1001545,2116.92,INR,netbanking,2026-01-28 03:31:18,success,,,,1,False,65.2,False,,mobile,False,3,2
TXN1001546,C101007,order_1001546,3687.87,INR,upi,2026-04-24 23:20:44,success,,,,1,False,74.9,False,,mobile,False,23,4
TXN1001547,C101098,order_1001547,6112.59,INR,netbanking,2026-02-20 09:42:43,failed,insufficient_funds,customer,authentication,1,True,179.4,False,,mobile,False,9,4
TXN1001548,C101154,order_1001548,22348.35,INR,card,2026-01-03 21:52:28,failed,limit_exceeded,customer,payment_initiation,1,True,102.0,False,,desktop,False,21,5
TXN1001549,C102262,order_1001549,8474.98,INR,netbanking,2026-04-15 21:50:26,abandoned,,,,1,True,140.1,False,,mobile,True,21,2
TXN1001550,C101250,order_1001550,2441.94,INR,card,2026-03-20 11:44:45,failed,limit_exceeded,customer,authorization,2,True,95.3,False,,mobile,False,11,4
TXN1001551,C100616,order_1001551,4971.46,INR,netbanking,2026-05-09 05:11:56,success,,,,1,False,24.4,False,,mobile,False,5,5
TXN1001552,C100018,order_1001552,1306.29,INR,netbanking,2026-02-02 17:42:33,success,,,,1,False,67.4,False,,desktop,False,17,0
TXN1001553,C100583,order_1001553,8955.83,INR,upi,2026-06-28 06:56:57,success,,,,1,False,13.3,False,,mobile,False,6,6
TXN1001554,C100396,order_1001554,7852.59,INR,card,2026-01-24 17:08:02,success,,,,1,False,13.0,False,,desktop,False,17,5
TXN1001555,C100322,order_1001555,9721.81,INR,card,2026-01-08 08:25:02,abandoned,,,,1,True,126.3,False,,desktop,False,8,3
TXN1001556,C102482,order_1001556,270.65,INR,card,2026-03-06 12:08:32,failed,authentication_failed,customer,authentication,3,True,111.5,False,,mobile,False,12,4
TXN1001557,C101106,order_1001557,6304.47,INR,upi,2026-03-06 05:42:16,abandoned,,,,1,True,74.1,False,,mobile,False,5,4
TXN1001558,C102497,order_1001558,1511.38,INR,upi,2026-06-13 18:13:07,failed,limit_exceeded,customer,payment_initiation,3,True,160.3,False,,desktop,False,18,5
TXN1001559,C101285,order_1001559,13456.25,INR,upi,2026-02-25 10:08:58,failed,network_error,network,payment_initiation,1,True,81.4,False,,tablet,False,10,2
TXN1001560,C100548,order_1001560,15123.51,INR,upi,2026-04-21 20:52:17,success,,,,1,False,113.4,False,,mobile,False,20,1
TXN1001561,C100362,order_1001561,872.02,INR,card,2026-01-08 14:10:24,success,,,,1,False,130.9,False,,desktop,True,14,3
TXN1001562,C101899,order_1001562,341.11,INR,upi,2026-04-17 10:25:18,success,,,,1,False,104.5,False,,mobile,True,10,4
TXN1001563,C100286,order_1001563,1556.93,INR,upi,2026-05-23 12:54:56,failed,limit_exceeded,customer,authorization,2,True,57.1,False,,mobile,False,12,5
TXN1001564,C100129,order_1001564,7496.16,INR,card,2026-05-11 02:40:56,success,,,,1,False,33.2,False,,mobile,False,2,0
TXN1001565,C100976,order_1001565,4642.01,INR,card,2026-03-18 15:54:16,abandoned,,,,1,True,29.8,False,,tablet,False,15,2
TXN1001566,C100788,order_1001566,2645.97,INR,netbanking,2026-04-08 17:35:49,success,,,,1,False,74.8,False,,mobile,False,17,2
TXN1001567,C100581,order_1001567,8324.06,INR,netbanking,2026-04-21 13:09:54,success,,,,1,False,54.5,False,,mobile,False,13,1
TXN1001568,C101284,order_1001568,26178.48,INR,netbanking,2026-03-19 19:51:18,success,,,,1,False,33.7,False,,mobile,False,19,3
TXN1001569,C101435,order_1001569,29063.86,INR,card,2026-03-23 09:44:21,success,,,,1,False,90.7,False,,desktop,False,9,0
TXN1001570,C101085,order_1001570,3972.05,INR,upi,2026-06-18 10:00:47,success,,,,1,False,87.8,False,,tablet,False,10,3
TXN1001571,C101310,order_1001571,6279.09,INR,card,2026-03-07 21:38:30,success,,,,1,False,37.7,False,,mobile,False,21,5
TXN1001572,C101670,order_1001572,8132.3,INR,upi,2026-06-15 14:26:28,success,,,,1,False,50.4,False,,mobile,True,14,0
TXN1001573,C100406,order_1001573,12498.07,INR,netbanking,2026-01-25 18:20:05,success,,,,1,False,18.4,False,,desktop,False,18,6
TXN1001574,C100924,order_1001574,1846.52,INR,card,2026-03-27 19:35:18,success,,,,1,False,72.9,False,,mobile,True,19,4
TXN1001575,C100033,order_1001575,4821.59,INR,card,2026-06-10 08:57:11,abandoned,,,,1,True,88.4,False,,mobile,False,8,2
TXN1001576,C102421,order_1001576,200.0,INR,card,2026-02-09 05:52:32,success,,,,1,False,104.3,False,,mobile,False,5,0
TXN1001577,C101611,order_1001577,23537.75,INR,card,2026-01-22 11:50:31,success,,,,1,False,69.3,False,,mobile,False,11,3
TXN1001578,C102007,order_1001578,2494.46,INR,card,2026-04-26 05:14:45,subscription_failed,network_error,network,authentication,1,True,179.9,True,pending,mobile,True,5,6
TXN1001579,C101932,order_1001579,3323.13,INR,upi,2026-04-15 03:08:36,success,,,,1,False,70.2,False,,desktop,False,3,2
TXN1001580,C100015,order_1001580,5884.69,INR,upi,2026-03-26 16:55:16,subscription_failed,network_error,network,payment_initiation,1,True,8.0,True,pending,mobile,False,16,3
TXN1001581,C101220,order_1001581,943.75,INR,wallet,2026-06-25 16:56:44,abandoned,,,,1,True,58.2,False,,desktop,False,16,3
TXN1001582,C102174,order_1001582,6100.86,INR,card,2026-03-11 06:41:34,failed,issuer_decline,issuer,authentication,4,True,112.4,False,,mobile,False,6,2
TXN1001583,C101438,order_1001583,20176.35,INR,upi,2026-02-21 14:01:03,success,,,,1,False,22.8,False,,mobile,False,14,5
TXN1001584,C101494,order_1001584,9723.48,INR,upi,2026-03-11 08:19:59,failed,limit_exceeded,customer,authentication,1,True,38.5,False,,mobile,False,8,2
TXN1001585,C102404,order_1001585,6889.14,INR,upi,2026-03-27 22:09:32,success,,,,1,False,76.8,False,,mobile,False,22,4
TXN1001586,C101873,order_1001586,17426.16,INR,wallet,2026-05-01 22:02:53,success,,,,1,False,106.3,False,,mobile,True,22,4
TXN1001587,C101919,order_1001587,27233.13,INR,wallet,2026-05-15 05:11:22,success,,,,1,False,74.7,False,,mobile,False,5,4
TXN1001588,C101997,order_1001588,10465.75,INR,upi,2026-03-13 02:38:52,success,,,,1,False,34.3,False,,mobile,True,2,4
TXN1001589,C100834,order_1001589,11282.19,INR,upi,2026-02-16 05:04:54,success,,,,1,False,5.0,False,,mobile,False,5,0
TXN1001590,C102433,order_1001590,5737.99,INR,upi,2026-04-22 09:03:22,abandoned,,,,1,True,30.3,False,,mobile,False,9,2
TXN1001591,C102125,order_1001591,5416.02,INR,upi,2026-02-10 12:32:59,success,,,,1,False,80.4,False,,mobile,False,12,1
TXN1001592,C100082,order_1001592,15414.02,INR,upi,2026-01-27 19:01:41,success,,,,1,False,111.9,False,,mobile,False,19,1
TXN1001593,C101371,order_1001593,5127.51,INR,card,2026-01-20 22:13:18,success,,,,1,False,72.6,False,,mobile,False,22,1
TXN1001594,C100618,order_1001594,989.06,INR,card,2026-02-15 19:55:50,success,,,,1,False,40.4,False,,mobile,False,19,6
TXN1001595,C101304,order_1001595,1876.25,INR,upi,2026-01-05 01:58:03,failed,network_error,network,payment_initiation,3,True,46.8,False,,mobile,False,1,0
TXN1001596,C102020,order_1001596,14715.76,INR,upi,2026-04-30 17:50:26,failed,authentication_failed,customer,authentication,2,True,137.5,False,,desktop,False,17,3
TXN1001597,C101729,order_1001597,1288.7,INR,card,2026-02-20 21:11:04,failed,technical_error,system,authentication,2,True,229.5,False,,desktop,False,21,4
TXN1001598,C101999,order_1001598,8209.84,INR,upi,2026-01-14 17:52:32,failed,authentication_failed,customer,capture,2,True,62.0,False,,mobile,True,17,2
TXN1001599,C101073,order_1001599,5848.08,INR,upi,2026-05-03 06:00:40,failed,authentication_failed,customer,authentication,4,True,58.3,False,,desktop,False,6,6
TXN1001600,C100193,order_1001600,4103.33,INR,upi,2026-06-10 00:28:11,success,,,,1,False,103.9,False,,mobile,False,0,2
TXN1001601,C102201,order_1001601,12074.04,INR,card,2026-01-14 12:36:30,success,,,,1,False,119.1,False,,mobile,True,12,2
TXN1001602,C100197,order_1001602,9910.24,INR,upi,2026-02-10 04:42:37,success,,,,1,False,89.6,False,,mobile,False,4,1
TXN1001603,C100418,order_1001603,654.62,INR,card,2026-05-19 04:54:59,success,,,,1,False,83.0,False,,desktop,False,4,1
TXN1001604,C101806,order_1001604,1026.62,INR,netbanking,2026-05-24 13:01:07,abandoned,,,,1,True,117.4,False,,desktop,False,13,6
TXN1001605,C101054,order_1001605,5009.72,INR,upi,2026-03-18 22:00:00,failed,technical_error,system,authentication,1,True,108.6,False,,mobile,False,22,2
TXN1001606,C101191,order_1001606,18068.57,INR,card,2026-03-28 05:18:49,success,,,,1,False,103.7,False,,mobile,False,5,5
TXN1001607,C100162,order_1001607,3420.04,INR,card,2026-04-10 17:10:29,success,,,,1,False,65.6,False,,mobile,False,17,4
TXN1001608,C100427,order_1001608,4380.67,INR,card,2026-04-04 21:02:27,failed,network_error,network,authorization,2,True,82.4,False,,desktop,False,21,5
TXN1001609,C101763,order_1001609,428.57,INR,upi,2026-02-26 04:38:09,abandoned,,,,1,True,154.8,False,,mobile,False,4,3
TXN1001610,C101415,order_1001610,4475.63,INR,upi,2026-05-27 03:26:57,abandoned,,,,1,True,8.0,False,,mobile,False,3,2
TXN1001611,C100675,order_1001611,8498.55,INR,card,2026-04-29 15:56:29,failed,issuer_decline,issuer,authorization,1,True,22.6,False,,desktop,False,15,2
TXN1001612,C101000,order_1001612,3234.31,INR,upi,2026-03-30 01:29:40,failed,issuer_decline,issuer,capture,2,True,133.9,False,,mobile,False,1,0
TXN1001613,C101063,order_1001613,11267.89,INR,card,2026-05-17 02:10:14,success,,,,1,False,43.2,False,,mobile,False,2,6
TXN1001614,C102307,order_1001614,3536.69,INR,netbanking,2026-02-14 21:25:03,success,,,,1,False,61.1,False,,mobile,False,21,5
TXN1001615,C102215,order_1001615,4353.75,INR,netbanking,2026-01-16 07:42:08,success,,,,1,False,57.6,False,,desktop,True,7,4
TXN1001616,C101199,order_1001616,8792.25,INR,card,2026-02-23 10:07:31,success,,,,1,False,83.3,False,,mobile,False,10,0
TXN1001617,C100465,order_1001617,4665.98,INR,netbanking,2026-06-09 18:53:34,abandoned,,,,1,True,46.1,False,,mobile,False,18,1
TXN1001618,C101418,order_1001618,6739.69,INR,netbanking,2026-05-11 04:26:53,abandoned,,,,1,True,90.8,False,,mobile,False,4,0
TXN1001619,C100005,order_1001619,4458.6,INR,upi,2026-04-16 21:11:42,success,,,,1,False,81.3,False,,desktop,False,21,3
TXN1001620,C101617,order_1001620,1374.15,INR,upi,2026-04-12 22:31:41,success,,,,1,False,111.9,False,,mobile,False,22,6
TXN1001621,C101445,order_1001621,8426.17,INR,upi,2026-04-27 21:51:16,success,,,,1,False,61.2,False,,mobile,False,21,0
TXN1001622,C102247,order_1001622,6532.15,INR,upi,2026-06-16 04:16:34,success,,,,1,False,23.6,False,,desktop,False,4,1
TXN1001623,C101093,order_1001623,1955.57,INR,upi,2026-04-05 19:21:56,failed,insufficient_funds,customer,capture,1,True,138.6,False,,mobile,True,19,6
TXN1001624,C101404,order_1001624,2215.18,INR,netbanking,2026-02-28 14:41:23,failed,network_error,network,authorization,2,True,205.1,False,,mobile,True,14,5
TXN1001625,C100137,order_1001625,6835.59,INR,netbanking,2026-01-17 19:15:07,abandoned,,,,1,True,84.4,False,,mobile,False,19,5
TXN1001626,C102061,order_1001626,14243.83,INR,upi,2026-01-18 16:17:13,success,,,,1,False,15.1,False,,desktop,False,16,6
TXN1001627,C100740,order_1001627,4657.9,INR,card,2026-03-22 05:42:17,failed,insufficient_funds,customer,payment_initiation,3,True,32.5,False,,desktop,False,5,6
TXN1001628,C101893,order_1001628,444.01,INR,card,2026-04-27 18:29:33,subscription_failed,issuer_decline,issuer,authorization,1,True,127.3,True,pending,desktop,False,18,0
TXN1001629,C100597,order_1001629,2979.68,INR,card,2026-02-01 19:06:59,failed,network_error,network,authorization,1,True,56.6,False,,mobile,False,19,6
TXN1001630,C100868,order_1001630,3938.62,INR,card,2026-01-29 19:59:25,success,,,,1,False,119.1,False,,mobile,True,19,3
TXN1001631,C100651,order_1001631,5937.32,INR,card,2026-04-02 22:58:23,success,,,,1,False,69.0,False,,desktop,False,22,3
TXN1001632,C102246,order_1001632,8837.17,INR,card,2026-01-27 06:38:37,success,,,,1,False,58.5,False,,mobile,False,6,1
TXN1001633,C101974,order_1001633,2989.32,INR,card,2026-06-12 05:45:53,success,,,,1,False,59.6,False,,mobile,False,5,4
TXN1001634,C101760,order_1001634,7915.11,INR,upi,2026-06-05 06:53:59,success,,,,1,False,96.2,False,,desktop,False,6,4
TXN1001635,C100761,order_1001635,2263.82,INR,upi,2026-03-26 19:37:32,failed,insufficient_funds,customer,capture,3,True,23.5,False,,desktop,False,19,3
TXN1001636,C101834,order_1001636,16428.29,INR,card,2026-05-20 03:05:12,success,,,,1,False,5.8,False,,tablet,False,3,2
TXN1001637,C101224,order_1001637,16491.96,INR,netbanking,2026-02-07 15:27:51,success,,,,1,False,77.4,False,,mobile,False,15,5
TXN1001638,C101787,order_1001638,2887.44,INR,card,2026-01-26 15:43:45,success,,,,1,False,77.4,False,,mobile,False,15,0
TXN1001639,C100663,order_1001639,1973.69,INR,card,2026-04-01 22:44:31,failed,issuer_decline,issuer,authorization,1,True,73.4,False,,mobile,False,22,2
TXN1001640,C101348,order_1001640,1053.84,INR,upi,2026-05-19 19:11:45,success,,,,1,False,69.1,False,,mobile,False,19,1
TXN1001641,C102376,order_1001641,4339.85,INR,upi,2026-03-02 18:58:09,success,,,,1,False,131.6,False,,mobile,False,18,0
TXN1001642,C100196,order_1001642,5684.99,INR,card,2026-02-10 13:12:22,failed,limit_exceeded,customer,authorization,1,True,252.3,False,,desktop,False,13,1
TXN1001643,C101935,order_1001643,1561.01,INR,netbanking,2026-06-17 04:06:21,success,,,,1,False,5.0,False,,desktop,False,4,2
TXN1001644,C101744,order_1001644,3596.11,INR,upi,2026-03-21 11:58:22,success,,,,1,False,22.0,False,,mobile,False,11,5
TXN1001645,C101058,order_1001645,2379.34,INR,upi,2026-03-18 16:55:19,failed,issuer_decline,issuer,payment_initiation,2,True,177.2,False,,desktop,False,16,2
TXN1001646,C102274,order_1001646,943.17,INR,netbanking,2026-02-18 10:17:04,success,,,,1,False,72.7,False,,mobile,False,10,2
TXN1001647,C101817,order_1001647,4647.81,INR,upi,2026-05-24 10:48:38,success,,,,1,False,76.7,False,,mobile,False,10,6
TXN1001648,C101318,order_1001648,12108.67,INR,card,2026-02-09 03:08:03,failed,issuer_decline,issuer,capture,2,True,182.5,False,,mobile,False,3,0
TXN1001649,C100787,order_1001649,3052.51,INR,upi,2026-03-28 17:21:31,success,,,,1,False,44.1,False,,mobile,False,17,5
TXN1001650,C101716,order_1001650,3398.46,INR,wallet,2026-01-16 07:07:16,success,,,,1,False,38.6,False,,desktop,False,7,4
TXN1001651,C100205,order_1001651,6498.14,INR,upi,2026-02-12 11:53:45,success,,,,1,False,78.9,False,,mobile,False,11,3
TXN1001652,C100642,order_1001652,626.4,INR,card,2026-06-24 06:58:58,success,,,,1,False,33.9,False,,desktop,True,6,2
TXN1001653,C101076,order_1001653,1539.02,INR,upi,2026-04-30 09:15:02,success,,,,1,False,61.1,False,,mobile,False,9,3
TXN1001654,C100561,order_1001654,1351.73,INR,upi,2026-02-13 17:06:48,success,,,,1,False,102.3,False,,mobile,True,17,4
TXN1001655,C101411,order_1001655,17174.04,INR,upi,2026-01-04 09:31:29,success,,,,1,False,97.2,False,,desktop,False,9,6
TXN1001656,C102179,order_1001656,25061.41,INR,upi,2026-03-01 10:26:20,failed,issuer_decline,issuer,capture,2,True,69.7,False,,mobile,False,10,6
TXN1001657,C100873,order_1001657,26583.36,INR,netbanking,2026-05-27 23:07:10,success,,,,1,False,24.3,False,,mobile,False,23,2
TXN1001658,C101017,order_1001658,7031.02,INR,card,2026-04-28 17:09:03,abandoned,,,,1,True,124.2,False,,mobile,False,17,1
TXN1001659,C101003,order_1001659,1279.8,INR,netbanking,2026-06-10 13:35:22,success,,,,1,False,70.3,False,,desktop,False,13,2
TXN1001660,C101811,order_1001660,1288.69,INR,card,2026-05-11 13:29:02,success,,,,1,False,152.9,False,,mobile,False,13,0
TXN1001661,C101786,order_1001661,1041.6,INR,upi,2026-04-09 13:49:30,success,,,,1,False,95.2,False,,mobile,False,13,3
TXN1001662,C100585,order_1001662,8333.97,INR,upi,2026-06-24 10:36:30,success,,,,1,False,70.3,False,,mobile,False,10,2
TXN1001663,C102238,order_1001663,2442.57,INR,upi,2026-02-14 13:26:39,success,,,,1,False,106.0,False,,mobile,True,13,5
TXN1001664,C101618,order_1001664,22915.66,INR,upi,2026-01-27 21:50:06,success,,,,1,False,90.4,False,,mobile,False,21,1
TXN1001665,C102235,order_1001665,8856.96,INR,upi,2026-02-01 09:04:19,failed,authentication_failed,customer,capture,1,True,76.0,False,,mobile,False,9,6
TXN1001666,C102188,order_1001666,6387.44,INR,upi,2026-04-19 07:29:37,success,,,,1,False,87.9,False,,mobile,False,7,6
TXN1001667,C101439,order_1001667,16122.2,INR,upi,2026-05-10 20:47:21,success,,,,1,False,56.9,False,,mobile,False,20,6
TXN1001668,C101759,order_1001668,26724.86,INR,upi,2026-05-08 05:26:15,failed,insufficient_funds,customer,authorization,2,True,61.5,False,,mobile,False,5,4
TXN1001669,C101573,order_1001669,7791.6,INR,upi,2026-02-08 14:17:03,success,,,,1,False,94.6,False,,mobile,False,14,6
TXN1001670,C101523,order_1001670,2356.82,INR,upi,2026-05-10 03:36:56,abandoned,,,,1,True,15.6,False,,mobile,True,3,6
TXN1001671,C101332,order_1001671,8281.85,INR,upi,2026-04-02 23:35:10,failed,insufficient_funds,customer,authorization,2,True,222.6,False,,desktop,False,23,3
TXN1001672,C100577,order_1001672,12285.21,INR,upi,2026-06-29 04:53:15,success,,,,1,False,87.9,False,,mobile,False,4,0
TXN1001673,C100928,order_1001673,7247.56,INR,upi,2026-06-05 07:51:40,success,,,,1,False,50.3,False,,mobile,False,7,4
TXN1001674,C101763,order_1001674,2219.86,INR,card,2026-01-24 19:33:20,subscription_failed,authentication_failed,customer,authentication,1,True,143.6,True,pending,desktop,True,19,5
TXN1001675,C101845,order_1001675,3177.31,INR,netbanking,2026-05-18 12:46:14,failed,technical_error,system,authorization,1,True,71.9,False,,mobile,False,12,0
TXN1001676,C101168,order_1001676,5272.65,INR,upi,2026-01-19 05:01:40,abandoned,,,,1,True,117.2,False,,mobile,False,5,0
TXN1001677,C100278,order_1001677,5021.56,INR,upi,2026-01-03 15:26:46,success,,,,1,False,97.4,False,,desktop,False,15,5
TXN1001678,C100335,order_1001678,4661.98,INR,upi,2026-02-03 02:30:56,success,,,,1,False,26.3,False,,desktop,False,2,1
TXN1001679,C102235,order_1001679,14448.17,INR,upi,2026-05-07 15:12:01,success,,,,1,False,26.1,False,,mobile,True,15,3
TXN1001680,C100314,order_1001680,6789.92,INR,upi,2026-06-09 19:47:05,success,,,,1,False,72.0,False,,mobile,False,19,1
TXN1001681,C100709,order_1001681,4308.51,INR,upi,2026-01-03 03:36:05,success,,,,1,False,31.1,False,,mobile,False,3,5
TXN1001682,C100156,order_1001682,6762.48,INR,upi,2026-06-25 08:11:30,failed,issuer_decline,issuer,capture,2,True,52.3,False,,mobile,False,8,3
TXN1001683,C100547,order_1001683,983.25,INR,upi,2026-02-28 08:05:02,success,,,,1,False,58.7,False,,desktop,False,8,5
TXN1001684,C102098,order_1001684,2528.88,INR,netbanking,2026-02-19 20:50:55,failed,limit_exceeded,customer,capture,1,True,68.3,False,,mobile,False,20,3
TXN1001685,C100684,order_1001685,7988.25,INR,upi,2026-03-09 09:06:17,success,,,,1,False,64.8,False,,tablet,False,9,0
TXN1001686,C102087,order_1001686,21044.8,INR,upi,2026-01-08 07:29:28,subscription_failed,authentication_failed,customer,authorization,1,True,45.5,True,pending,mobile,False,7,3
TXN1001687,C102029,order_1001687,12534.22,INR,card,2026-03-26 22:52:13,success,,,,1,False,39.5,False,,mobile,False,22,3
TXN1001688,C101750,order_1001688,4126.3,INR,upi,2026-05-08 18:52:59,subscription_failed,insufficient_funds,customer,authorization,1,True,26.3,True,pending,mobile,False,18,4
TXN1001689,C100672,order_1001689,33572.02,INR,upi,2026-04-28 20:48:37,failed,network_error,network,authentication,1,True,31.3,False,,mobile,False,20,1
TXN1001690,C102493,order_1001690,16229.43,INR,upi,2026-05-07 20:27:17,success,,,,1,False,119.5,False,,mobile,False,20,3
TXN1001691,C101523,order_1001691,3928.9,INR,card,2026-06-28 09:18:26,failed,technical_error,system,authorization,1,True,8.0,False,,mobile,False,9,6
TXN1001692,C101924,order_1001692,7556.21,INR,wallet,2026-04-05 20:01:02,success,,,,1,False,43.8,False,,mobile,False,20,6
TXN1001693,C100857,order_1001693,2443.58,INR,card,2026-02-01 20:49:11,success,,,,1,False,16.1,False,,tablet,False,20,6
TXN1001694,C101657,order_1001694,1687.55,INR,netbanking,2026-02-21 09:33:35,success,,,,1,False,69.6,False,,mobile,True,9,5
TXN1001695,C101641,order_1001695,1708.51,INR,card,2026-05-01 19:41:45,subscription_failed,authentication_failed,customer,authorization,1,True,17.0,True,halted,mobile,False,19,4
TXN1001696,C101492,order_1001696,3425.07,INR,upi,2026-04-29 05:31:14,subscription_failed,insufficient_funds,customer,authorization,2,True,91.4,True,pending,mobile,False,5,2
TXN1001697,C101479,order_1001697,1044.89,INR,card,2026-02-02 16:13:29,success,,,,1,False,85.2,False,,mobile,False,16,0
TXN1001698,C101757,order_1001698,28965.81,INR,card,2026-05-07 23:25:29,success,,,,1,False,73.9,False,,desktop,False,23,3
TXN1001699,C102494,order_1001699,7730.01,INR,upi,2026-03-01 20:00:59,success,,,,1,False,79.3,False,,mobile,False,20,6
TXN1001700,C102172,order_1001700,4588.16,INR,upi,2026-01-21 07:30:53,success,,,,1,False,91.1,False,,mobile,True,7,2
TXN1001701,C100777,order_1001701,1940.3,INR,upi,2026-05-27 13:02:00,failed,network_error,network,capture,2,True,73.0,False,,mobile,False,13,2
TXN1001702,C102222,order_1001702,1771.24,INR,upi,2026-02-25 07:55:08,success,,,,1,False,79.1,False,,mobile,False,7,2
TXN1001703,C100874,order_1001703,1493.65,INR,card,2026-01-13 21:38:49,success,,,,1,False,12.1,False,,desktop,False,21,1
TXN1001704,C100621,order_1001704,1879.19,INR,card,2026-06-22 06:57:15,failed,insufficient_funds,customer,authorization,1,True,33.0,False,,mobile,False,6,0
TXN1001705,C100496,order_1001705,6406.03,INR,upi,2026-01-04 13:58:48,subscription_failed,issuer_decline,issuer,authorization,2,True,8.0,True,pending,mobile,False,13,6
TXN1001706,C101758,order_1001706,20359.28,INR,upi,2026-02-08 02:39:01,success,,,,1,False,49.8,False,,mobile,False,2,6
TXN1001707,C101159,order_1001707,4667.58,INR,upi,2026-03-06 20:42:12,success,,,,1,False,81.3,False,,mobile,False,20,4
TXN1001708,C102069,order_1001708,7367.3,INR,upi,2026-04-10 15:59:14,success,,,,1,False,98.5,False,,desktop,False,15,4
TXN1001709,C102093,order_1001709,1482.76,INR,upi,2026-03-21 03:30:04,success,,,,1,False,124.7,False,,mobile,False,3,5
TXN1001710,C101345,order_1001710,2190.81,INR,card,2026-02-24 16:37:21,success,,,,1,False,65.6,False,,mobile,False,16,1
TXN1001711,C100527,order_1001711,43718.78,INR,card,2026-03-16 03:03:14,success,,,,1,False,45.6,False,,desktop,True,3,0
TXN1001712,C100279,order_1001712,3078.0,INR,card,2026-05-23 14:58:13,success,,,,1,False,86.7,False,,desktop,False,14,5
TXN1001713,C102403,order_1001713,2522.57,INR,upi,2026-04-16 14:25:39,failed,insufficient_funds,customer,authorization,3,True,82.1,False,,mobile,False,14,3
TXN1001714,C100767,order_1001714,2190.81,INR,netbanking,2026-03-23 08:30:54,success,,,,1,False,73.0,False,,mobile,True,8,0
TXN1001715,C100032,order_1001715,926.83,INR,netbanking,2026-05-13 06:25:23,failed,insufficient_funds,customer,authorization,1,True,69.8,False,,tablet,False,6,2
TXN1001716,C100992,order_1001716,5857.1,INR,netbanking,2026-03-29 03:55:13,success,,,,1,False,105.6,False,,mobile,False,3,6
TXN1001717,C102012,order_1001717,1400.85,INR,upi,2026-04-26 16:44:10,failed,issuer_decline,issuer,authentication,1,True,12.8,False,,desktop,False,16,6
TXN1001718,C100228,order_1001718,5512.57,INR,upi,2026-04-27 12:57:05,failed,technical_error,system,authorization,2,True,128.3,False,,mobile,False,12,0
TXN1001719,C101729,order_1001719,2334.11,INR,upi,2026-05-13 21:20:03,failed,technical_error,system,authorization,3,True,61.5,False,,mobile,False,21,2
TXN1001720,C101039,order_1001720,589.18,INR,upi,2026-02-28 23:52:05,success,,,,1,False,130.3,False,,mobile,False,23,5
TXN1001721,C102263,order_1001721,1821.53,INR,upi,2026-04-04 14:15:34,success,,,,1,False,39.6,False,,mobile,False,14,5
TXN1001722,C101121,order_1001722,7392.49,INR,card,2026-02-09 09:03:50,abandoned,,,,1,True,124.6,False,,mobile,True,9,0
TXN1001723,C101304,order_1001723,1299.96,INR,netbanking,2026-03-21 12:37:27,success,,,,1,False,85.7,False,,mobile,False,12,5
TXN1001724,C101142,order_1001724,3175.71,INR,card,2026-01-01 22:18:16,success,,,,1,False,82.3,False,,desktop,False,22,3
TXN1001725,C101702,order_1001725,6056.32,INR,upi,2026-01-24 13:31:39,success,,,,1,False,32.2,False,,desktop,False,13,5
TXN1001726,C100177,order_1001726,15331.39,INR,upi,2026-02-28 01:59:46,subscription_failed,network_error,network,authorization,1,True,39.7,True,pending,mobile,False,1,5
TXN1001727,C100123,order_1001727,3163.8,INR,upi,2026-06-27 09:58:47,success,,,,1,False,51.5,False,,mobile,False,9,5
TXN1001728,C101455,order_1001728,1472.08,INR,upi,2026-05-08 05:19:44,success,,,,1,False,102.7,False,,mobile,False,5,4
